Timestamp,TP9,AF7,AF8,TP10
120.015625,-20.99609375,-20.5078125,-27.34375,-47.36328125
120.01953125,-31.25,-17.578125,-24.4140625,-42.48046875
120.0234375,-26.3671875,-11.71875,-24.4140625,-30.2734375
120.02734375,-22.94921875,-20.01953125,-25.87890625,-33.69140625
120.03125,-30.2734375,-22.94921875,-25.87890625,-40.52734375
120.03515625,-35.15625,-20.5078125,-34.1796875,-38.57421875
120.0390625,-22.4609375,-22.4609375,-26.85546875,-20.99609375
120.04296875,-13.671875,-21.484375,-19.04296875,-24.4140625
120.046875,-16.11328125,-14.6484375,-21.484375,-29.78515625
120.05078125,-12.6953125,-12.20703125,-17.578125,-24.90234375
120.0546875,-4.39453125,-17.578125,-20.99609375,-20.01953125
120.05859375,2.44140625,-24.90234375,-26.3671875,-17.08984375
120.0625,-26.85546875,-27.34375,-26.85546875,-46.875
120.06640625,-49.31640625,-22.4609375,-23.92578125,-66.40625
120.0703125,-56.15234375,-22.94921875,-21.484375,-69.82421875
120.07421875,-74.21875,-35.15625,-25.87890625,-80.078125
120.078125,-91.796875,-35.15625,-26.3671875,-94.23828125
120.08203125,-111.328125,-30.2734375,-23.4375,-124.0234375
120.0859375,-121.58203125,-40.0390625,-24.90234375,-131.8359375
120.08984375,-115.72265625,-41.015625,-26.3671875,-121.58203125
120.09375,-110.83984375,-37.59765625,-21.97265625,-128.41796875
120.09765625,-123.53515625,-41.015625,-24.90234375,-135.25390625
120.1015625,-139.16015625,-38.0859375,-23.4375,-127.9296875
120.10546875,-133.30078125,-38.57421875,-16.11328125,-123.53515625
120.109375,-116.2109375,-40.0390625,-23.92578125,-118.1640625
120.11328125,-113.28125,-32.71484375,-27.83203125,-113.28125
120.1171875,-101.5625,-31.25,-20.01953125,-103.02734375
120.12109375,-80.56640625,-38.57421875,-18.5546875,-82.51953125
120.125,-68.84765625,-34.1796875,-18.06640625,-72.75390625
120.12890625,-69.82421875,-34.1796875,-24.4140625,-76.171875
120.1328125,-66.89453125,-38.0859375,-27.83203125,-76.171875
120.13671875,-54.19921875,-31.25,-31.25,-58.59375
120.140625,-46.875,-26.3671875,-29.78515625,-53.22265625
120.14453125,-43.9453125,-27.34375,-19.53125,-57.12890625
120.1484375,-48.828125,-29.296875,-24.4140625,-48.828125
120.15234375,-55.6640625,-31.25,-34.1796875,-57.12890625
120.15625,-45.41015625,-26.85546875,-28.3203125,-59.5703125
120.16015625,-36.62109375,-28.3203125,-21.97265625,-57.12890625
120.1640625,-43.9453125,-37.109375,-28.3203125,-61.5234375
120.16796875,-49.8046875,-40.52734375,-38.0859375,-51.7578125
120.171875,-46.38671875,-38.0859375,-30.2734375,-42.48046875
120.17578125,-22.94921875,-36.1328125,-18.06640625,-31.25
120.1796875,-16.11328125,-31.25,-16.6015625,-23.4375
120.18359375,-20.99609375,-25.87890625,-16.6015625,-18.5546875
120.1875,-17.08984375,-17.578125,-20.01953125,-21.484375
120.19140625,-12.20703125,-13.671875,-21.97265625,-28.3203125
120.1953125,-21.484375,-19.04296875,-22.4609375,-31.73828125
120.19921875,-30.76171875,-16.11328125,-14.6484375,-33.203125
120.203125,-31.73828125,-19.04296875,-20.01953125,-36.62109375
120.20703125,-38.57421875,-20.01953125,-33.203125,-36.1328125
120.2109375,-28.3203125,-26.85546875,-27.83203125,-23.4375
120.21484375,-10.7421875,-28.3203125,-12.6953125,-11.23046875
120.21875,-3.90625,-14.6484375,-10.25390625,-4.39453125
120.22265625,-10.25390625,-19.04296875,-19.04296875,-8.7890625
120.2265625,-15.625,-25.87890625,-19.53125,-18.5546875
120.23046875,-20.01953125,-23.4375,-18.5546875,-22.94921875
120.234375,-19.53125,-26.85546875,-18.5546875,-20.5078125
120.23828125,-15.625,-28.80859375,-16.6015625,-13.671875
120.2421875,-18.06640625,-25.87890625,-19.53125,-20.01953125
120.24609375,-26.3671875,-24.4140625,-19.53125,-35.15625
120.25,-21.484375,-24.4140625,-15.13671875,-34.66796875
120.25390625,-6.8359375,-19.53125,-20.99609375,-12.6953125
120.2578125,-5.37109375,-18.5546875,-27.34375,-17.578125
120.26171875,-15.13671875,-19.04296875,-31.73828125,-42.48046875
120.265625,-22.94921875,-20.99609375,-31.73828125,-48.828125
120.26953125,-31.73828125,-23.4375,-24.4140625,-40.52734375
120.2734375,-44.921875,-17.578125,-24.4140625,-34.1796875
120.27734375,-47.8515625,-17.08984375,-25.390625,-51.7578125
120.28125,-48.33984375,-17.578125,-24.4140625,-62.01171875
120.28515625,-48.33984375,-20.5078125,-26.3671875,-56.640625
120.2890625,-45.8984375,-26.85546875,-22.94921875,-42.96875
120.29296875,-40.0390625,-30.2734375,-18.5546875,-35.64453125
120.296875,-46.875,-22.4609375,-21.484375,-50.29296875
120.30078125,-43.9453125,-18.5546875,-23.4375,-46.875
120.3046875,-29.78515625,-33.69140625,-18.5546875,-28.3203125
120.30859375,-23.4375,-28.80859375,-16.6015625,-23.4375
120.3125,-21.484375,-17.578125,-20.01953125,-27.34375
120.31640625,-26.3671875,-27.34375,-18.06640625,-25.390625
120.3203125,-19.04296875,-28.3203125,-17.578125,-16.6015625
120.32421875,-11.71875,-22.4609375,-23.4375,-19.04296875
120.328125,-19.04296875,-27.83203125,-25.87890625,-17.08984375
120.33203125,-20.99609375,-20.5078125,-24.90234375,-13.18359375
120.3359375,-19.04296875,-13.18359375,-25.87890625,-19.53125
120.33984375,-9.27734375,-20.5078125,-19.04296875,-24.90234375
120.34375,-10.25390625,-19.04296875,-14.16015625,-19.53125
120.34765625,-5.37109375,-18.5546875,-11.23046875,-9.765625
120.3515625,-9.765625,-28.80859375,-13.18359375,-20.99609375
120.35546875,-29.296875,-35.64453125,-27.34375,-29.78515625
120.359375,-28.80859375,-29.78515625,-30.2734375,-32.2265625
120.36328125,-25.390625,-25.87890625,-23.92578125,-26.3671875
120.3671875,-24.90234375,-18.06640625,-20.01953125,-17.08984375
120.37109375,-31.25,-19.04296875,-17.08984375,-15.13671875
120.375,-23.4375,-23.92578125,-15.625,-16.6015625
120.37890625,-10.7421875,-24.4140625,-17.08984375,-23.4375
120.3828125,-24.90234375,-28.80859375,-19.04296875,-28.3203125
120.38671875,-26.85546875,-33.203125,-16.11328125,-18.06640625
120.390625,-22.4609375,-29.296875,-21.484375,-19.53125
120.39453125,-32.71484375,-28.80859375,-24.90234375,-38.0859375
120.3984375,-24.90234375,-36.62109375,-14.6484375,-18.06640625
120.40234375,-26.3671875,-31.73828125,-17.578125,-16.6015625
120.40625,-25.87890625,-20.01953125,-17.08984375,-21.97265625
120.41015625,-13.18359375,-19.04296875,-11.71875,-19.04296875
120.4140625,-13.671875,-20.99609375,-6.34765625,-18.06640625
120.41796875,-14.16015625,-12.6953125,-4.39453125,-4.39453125
120.421875,-13.18359375,-11.23046875,-6.8359375,-12.6953125
120.42578125,-20.99609375,-22.4609375,-17.578125,-30.76171875
120.4296875,-29.78515625,-24.90234375,-21.97265625,-28.3203125
120.43359375,-24.4140625,-18.5546875,-20.01953125,-17.08984375
120.4375,-14.16015625,-20.01953125,-22.4609375,-16.11328125
120.44140625,-13.671875,-17.08984375,-20.01953125,-13.671875
120.4453125,-21.484375,-19.53125,-26.3671875,-22.94921875
120.44921875,-35.64453125,-30.2734375,-21.97265625,-38.57421875
120.453125,-35.64453125,-27.83203125,-13.671875,-28.3203125
120.45703125,-32.71484375,-17.578125,-26.3671875,-34.1796875
120.4609375,-21.484375,-19.53125,-32.71484375,-33.69140625
120.46484375,-16.11328125,-21.97265625,-13.18359375,-26.85546875
120.46875,-23.4375,-26.3671875,-10.25390625,-26.3671875
120.47265625,-14.6484375,-24.90234375,-21.484375,-20.5078125
120.4765625,-20.01953125,-20.5078125,-20.5078125,-21.484375
120.48046875,-23.92578125,-32.71484375,-18.06640625,-14.16015625
120.484375,-24.90234375,-22.94921875,-17.578125,-11.23046875
120.48828125,-41.9921875,-10.7421875,-21.484375,-41.50390625
120.4921875,-58.10546875,-22.94921875,-29.296875,-71.77734375
120.49609375,-65.4296875,-25.87890625,-35.64453125,-90.8203125
120.5,-62.01171875,-28.80859375,-25.390625,-88.8671875
120.50390625,-71.2890625,-25.390625,-28.3203125,-84.9609375
120.5078125,-70.80078125,-16.6015625,-32.2265625,-86.9140625
120.51171875,-60.05859375,-13.18359375,-26.3671875,-72.75390625
120.515625,-62.98828125,-11.23046875,-37.109375,-79.1015625
120.51953125,-57.12890625,-14.16015625,-41.50390625,-95.703125
120.5234375,-41.50390625,-14.16015625,-31.25,-83.0078125
120.52734375,-32.2265625,-16.11328125,-22.4609375,-61.03515625
120.53125,-39.55078125,-13.18359375,-20.99609375,-63.96484375
120.53515625,-45.41015625,-14.16015625,-16.6015625,-69.82421875
120.5390625,-42.96875,-27.34375,-22.94921875,-51.7578125
120.54296875,-41.015625,-11.23046875,-34.1796875,-53.22265625
120.546875,-25.87890625,-1.953125,-29.78515625,-49.31640625
120.55078125,-27.34375,-15.625,-23.92578125,-43.9453125
120.5546875,-32.71484375,-22.94921875,-25.390625,-50.29296875
120.55859375,-29.296875,-12.6953125,-26.85546875,-41.9921875
120.5625,-25.390625,-4.39453125,-24.4140625,-48.828125
120.56640625,-35.15625,-16.6015625,-29.296875,-62.5
120.5703125,-35.64453125,-29.296875,-28.3203125,-45.8984375
120.57421875,-27.34375,-22.94921875,-25.390625,-47.36328125
120.578125,-38.57421875,-21.484375,-25.390625,-61.03515625
120.58203125,-36.1328125,-25.390625,-35.15625,-57.12890625
120.5859375,-35.15625,-28.80859375,-21.97265625,-52.734375
120.58984375,-31.25,-22.4609375,-14.6484375,-38.0859375
120.59375,-20.99609375,-17.578125,-25.87890625,-46.38671875
120.59765625,-25.87890625,-21.484375,-20.99609375,-41.50390625
120.6015625,-30.76171875,-12.6953125,-23.4375,-27.34375
120.60546875,-22.4609375,-11.71875,-20.01953125,-18.06640625
