delta_abs,delta_mean,delta_max,delta_min,delta_median,theta_abs,theta_mean,theta_max,theta_min,theta_median,alpha_abs,alpha_mean,alpha_max,alpha_min,alpha_median,beta_abs,beta_mean,beta_max,beta_min,beta_median,gamma_abs,gamma_mean,gamma_max,gamma_min,gamma_median,delta_entropy,theta_entropy,alpha_entropy,beta_entropy,gamma_entropy,hjorth_mobility,hjorth_complexity,lempel_ziv,higuchi,mean,min,max,median,var,std,Participant,File,Window,Channel,Start_Time,End_Time,Level,Label
0.1081828220739345,0.1081828220739344,0.0758358280038255,0.1759485870652918,0.1146927884646831,0.1453939719169144,0.1453939719169144,0.1443022496850431,0.1887317736440999,0.1351976378146908,0.2006994363324928,0.2006994363324928,0.1812482999025143,0.2620771615569776,0.2106029054100866,0.5613211359517228,0.5613211359517227,0.3785596564677216,0.6913458647152674,0.5740571637765848,0.4712793516847089,0.4712793516847089,0.4037204006078337,0.3468443737207084,0.5062873734562993,0.9287235353658866,1.0521869651264972,1.0301670094089062,1.560388250369405,1.4439548343142203,hjorth_mobility,hjorth_complexity,1.0828125,1.1440338485201336,0.9392459499605336,0.4513466518406853,0.547661636246809,1.0392536525259637,0.148060753027205,0.4635702152519301,1892,eeg_data_level_1.csv,0,AF7,120.0078125,130.00390625,1,2.0
0.6858584576952779,0.6858584576952778,1.3838533658257142,0.3161888647235136,0.4504914449599946,0.3161944097516218,0.3161944097516217,0.2521841746779082,0.3607018476434394,0.3827535504316603,0.4315235443939395,0.4315235443939395,0.3166556862325442,0.4086047906712852,0.5322688809915646,0.7073234445003476,0.7073234445003477,0.3990607178531143,1.0956017456248632,0.7894028887335282,0.5863115804322537,0.5863115804322537,0.4168789063250208,0.4198992924873051,0.5873263537029486,1.071511665020135,0.6934593609044305,0.6376761192975064,0.6166772994624754,0.5491895454704709,hjorth_mobility,hjorth_complexity,1.0707589285714283,1.0691718183417478,0.7101024683936321,0.586750647392891,1.9505756907420595,1.0392536525259637,0.8473427938004601,1.1089835846168117,1892,eeg_data_level_1.csv,0,AF8,120.0078125,130.00390625,1,2.0
3.1687372480142666,3.168737248014266,2.498684906354179,3.92594209262875,3.734543668257328,3.568886506232745,3.568886506232745,2.972284107021845,2.4886233772515696,4.073502199424114,3.917802831066932,3.917802831066932,3.910972371105275,3.025255083456808,4.020143195076785,1.5259116620251116,1.525911662025112,2.763139129999097,1.727553837347931,1.5002984852149457,0.8114387576357371,0.811438757635737,0.7330702071809853,0.4910593046361856,0.8428098890050009,1.236614065717622,1.321245321200184,1.0693514479449473,0.3116407346293002,0.1903827228333353,hjorth_mobility,hjorth_complexity,0.7453125,0.7230895297475789,1.0620603940946924,1.7634758468346778,1.477936196446868,0.785777151909875,2.5216056815099783,1.913084419160982,1892,eeg_data_level_1.csv,0,TP9,120.0078125,130.00390625,1,2.0
3.3045306946693684,3.304530694669368,2.681131148034149,3.9488051335651946,3.437469656757665,3.4710381887960358,3.4710381887960358,3.006526264005875,2.354553123356731,3.8797005760646055,3.092556307682276,3.092556307682276,2.6280074036823478,2.8139025164602187,3.740266386988581,1.6147759072671284,1.6147759072671284,2.7919847483895923,1.127600987642107,1.3390844298498012,0.9828880988232506,0.9828880988232508,1.5262009574315838,1.147687081914576,0.9236867668944764,1.2536222276349602,1.277083030616497,0.8851667453860691,0.3207196595343961,0.2217543438655548,hjorth_mobility,hjorth_complexity,0.6428571428571429,0.729152673764893,0.9705461931965188,1.512011283666296,1.342896340933956,0.6590389016018307,2.5740733499004453,1.9328849593191093,1892,eeg_data_level_1.csv,0,TP10,120.0078125,130.00390625,1,2.0
0.1305549499136446,0.1305549499136446,0.1075770433730882,0.2078880520751478,0.1249328036467933,0.1418968685052813,0.1418968685052813,0.1612761975546465,0.1209410686601559,0.1039576475864505,0.2152276196305703,0.2152276196305703,0.1585060737997135,0.3511481129573312,0.2385971224672003,0.6072614630976325,0.6072614630976326,0.4784324089513958,0.9280559947627728,0.6538156609535798,0.8948620200214773,0.8948620200214772,1.3204079138465192,1.066949431664302,0.8867859050541852,0.8695590174943427,0.8270435829804735,0.8727523779882151,1.3242538429998263,1.940487877687505,hjorth_mobility,hjorth_complexity,1.3861607142857144,1.2594524478637477,0.991767941689656,0.5222725542727931,0.6827014917597207,1.0899489526491817,0.1926783980274367,0.5288251008883514,1892,eeg_data_level_1.csv,1,AF7,130.0078125,140.00390625,1,2.0
0.2217245581501022,0.2217245581501022,0.1636063275015168,0.3036013270924804,0.24768561033845,0.2124683967279247,0.2124683967279247,0.2020371040020707,0.2263512400810406,0.2085683715911782,0.2915946955912393,0.2915946955912393,0.2374525697492753,0.4004121381287086,0.3427158729853457,0.7904145318813451,0.7904145318813451,0.5855745041841118,1.2332282806352166,0.9306045843661832,1.148176361722726,1.148176361722726,0.8849373031113942,0.821400170989758,1.2990845831380544,0.9513281193909588,0.8497327451184449,0.8101947029618359,1.1924009641341844,1.7360944577546034,hjorth_mobility,hjorth_complexity,1.317857142857143,1.1964260608721249,0.9170787689004444,0.7028112150090672,1.0803188441032945,0.963210702341137,0.3041735863426844,0.6644408064447762,1892,eeg_data_level_1.csv,1,AF8,130.0078125,140.00390625,1,2.0
1.07226016142748,1.07226016142748,0.915331875880218,1.1999527990630294,1.2048072893189106,1.3849049633377315,1.3849049633377315,1.26096240737503,1.8310956534782696,1.1405916433704095,1.470197907423158,1.470197907423158,1.5035327446925588,1.489210267265591,1.20823046788707,2.012911193331925,2.012911193331925,1.2585213973956444,2.487790778722595,2.422202542494891,3.2574072692968814,3.2574072692968814,3.1769101577886736,3.4745599648169847,3.3063179999057057,1.0339863275387928,1.1716351902240778,0.9268086209591015,0.790239429066554,1.251413054561908,hjorth_mobility,hjorth_complexity,1.1370535714285717,1.1923770017403366,1.1177674838891776,1.418518048642154,1.733011479082368,1.0899489526491817,1.1734744818743146,1.3050656906318232,1892,eeg_data_level_1.csv,1,TP9,130.0078125,140.00390625,1,2.0
1.1135613316535808,1.1135613316535806,0.877483755538883,1.4335725451644905,1.2445670530283903,1.5154918471799033,1.5154918471799033,1.4537784024636975,1.9764987960530211,1.1543065836887254,1.935760991355285,1.935760991355285,2.0558589759901724,1.9289088726709056,1.6739146600923576,1.9349260848796,1.9349260848796,1.342492571482233,3.581613593686823,1.9893189674011635,4.010305293304729,4.010305293304729,5.808501461831015,6.067389857404345,3.820273864846474,1.017272999067396,1.1790262276401766,1.0845718511632316,0.7154557145521638,1.3903638251561143,hjorth_mobility,hjorth_complexity,1.0787946428571429,1.169132605312874,1.118336579220741,1.628071851282472,1.890557977180765,1.0899489526491817,1.2964739716523002,1.371757832426404,1892,eeg_data_level_1.csv,1,TP10,130.0078125,140.00390625,1,2.0
0.0597945019047891,0.0597945019047891,0.0600012735969053,0.0556983742825489,0.0522781640331295,0.0845836598938896,0.0845836598938896,0.0830649137685323,0.0976840485304148,0.0679425024990686,0.1616248227190644,0.1616248227190644,0.1324218349885602,0.2174593019058402,0.1729807867093583,0.5428981366253522,0.5428981366253522,0.375564569911639,0.6219401766025734,0.5718237848894563,0.4661214482335188,0.4661214482335187,0.5611130887367629,0.2960819043781104,0.4515385913214575,0.7560071122078,0.902107950213549,1.1316196987734393,1.991347570076139,1.8750071750608133,hjorth_mobility,hjorth_complexity,1.1651785714285716,1.1329542814923963,1.0296862128943054,0.3900924633765923,0.2925863536113088,1.1152966027107902,0.1183651504380373,0.41448371772222,1892,eeg_data_level_1.csv,2,AF7,140.0078125,150.00390625,1,1.0
0.1865936907083338,0.1865936907083337,0.1960452274324302,0.1100340923144519,0.1908337101916176,0.2038071967778668,0.2038071967778668,0.1704439697763964,0.1976373352470526,0.2305886229857366,0.3087222920595397,0.3087222920595396,0.2545227845103071,0.4297171935371829,0.3205845238081277,0.6649732852151857,0.6649732852151858,0.6089466603781838,0.923708415303599,0.6942143590786906,0.5901444513218531,0.5901444513218531,0.5225279167691969,0.4465855095540693,0.5522289297351397,0.9842488691263108,1.0261602707002373,1.074829687977827,1.3121634910388442,1.25716429973607,hjorth_mobility,hjorth_complexity,1.0486607142857145,1.1066870299311204,1.060426539755688,0.8640064478093119,0.8852612750290884,1.0899489526491817,0.2401334187077015,0.5903666953320401,1892,eeg_data_level_1.csv,2,AF8,140.0078125,150.00390625,1,1.0
1.3535530132591342,1.3535530132591345,1.4285117155281886,1.4449949856058284,1.055972654057377,1.85227105567434,1.85227105567434,1.702364775441354,2.258917829587534,1.7018300638378452,3.0305817374417714,3.0305817374417714,3.312881384758788,3.1904821842174527,3.125430797719652,1.5116486422082271,1.5116486422082274,1.4952006289230793,1.586167931746644,1.4621762152432904,0.877819125699096,0.877819125699096,0.8967771371571328,1.0086288586735983,0.8648510602887679,1.106663822015651,1.3574695612857062,1.5425365951250385,0.5644590323157569,0.3741801934801469,hjorth_mobility,hjorth_complexity,0.934151785714286,0.8296015834025633,1.084245933068703,1.4572049045142126,1.222860913811368,0.988558352402746,1.521143359767468,1.485869336880813,1892,eeg_data_level_1.csv,2,TP9,140.0078125,150.00390625,1,1.0
1.5372136331468336,1.5372136331468331,1.598336017806136,1.6519488217061469,1.3002756810765632,2.0949488292892977,2.0949488292892977,1.906487093545265,2.3162658483484897,2.008279526260625,2.7838258990897797,2.7838258990897797,3.411735956849168,2.2367792883456947,2.815839223696991,1.326112098053748,1.3261120980537482,1.6396074809311436,1.1933357451876554,1.2365485211512046,0.950965845098934,0.950965845098934,0.9783752031324224,0.925611687236659,0.8876655135004486,1.1295870435724509,1.3788797074128705,1.3222152704552284,0.4645112965312402,0.369428199543746,hjorth_mobility,hjorth_complexity,0.9703125,0.8903145314016099,1.0579390424193384,1.4281897626101687,1.2978830557629857,0.988558352402746,1.6633842726632495,1.5537882859150662,1892,eeg_data_level_1.csv,2,TP10,140.0078125,150.00390625,1,1.0
0.1113638148251771,0.111363814825177,0.1085161610402558,0.1245416812186438,0.1091585959237256,0.1129684454187593,0.1129684454187593,0.0832321371651699,0.1405437884562856,0.1296225997941097,0.239913476458089,0.239913476458089,0.1943457086378695,0.3871323837922678,0.2381894285347099,0.6996849660677638,0.6996849660677639,0.5130393763642784,1.231801077000051,0.8030826292146438,0.6349066978572114,0.6349066978572113,0.5004921304105745,0.3150078387475149,0.6741427964645881,0.8825010445744387,0.840546084928602,1.1218839097726296,1.7553957910057223,1.7284974818761218,hjorth_mobility,hjorth_complexity,1.2415178571428571,1.1626572694098705,1.0191854861312657,0.3578534168165433,0.6526926349790736,1.1406442527723992,0.1661730803329466,0.4911067266983296,1892,eeg_data_level_1.csv,3,AF7,150.0078125,160.00390625,1,1.0
0.095376258474134,0.095376258474134,0.1212067438667096,0.0664573093147561,0.0808696846426027,0.0928425734253221,0.0928425734253221,0.08321956274626,0.1082477607885679,0.0926325632225405,0.1801362831317523,0.1801362831317523,0.1650562117499847,0.2556092921564021,0.1595117206913278,0.6707294619874855,0.6707294619874856,0.4543480156420126,0.9687991490494696,0.7488526999604959,0.7248628597768142,0.7248628597768142,0.5584018184239072,0.8423111185158915,0.7815791661196191,0.7983027856558101,0.7580161060980756,0.9334960044695744,1.795678279121698,2.055020702914466,hjorth_mobility,hjorth_complexity,1.3540178571428574,1.233606566610092,1.026923346849135,0.4577944611526951,0.3976173523435736,1.0899489526491817,0.1511636771191312,0.4684025722915735,1892,eeg_data_level_1.csv,3,AF8,150.0078125,160.00390625,1,1.0
2.27762015338263,2.277620153382629,2.2619077815168582,3.024570504559144,2.210781158676837,2.064455184646855,2.064455184646855,1.7846913367506032,1.7256254202119898,1.747751168416144,2.5736579897929017,2.5736579897929017,1.8618543958433504,3.1129290911834846,2.915156353532407,1.828604068380057,1.8286040683800573,1.7606073043591854,2.2763668684915097,1.845948692232416,1.072567885568298,1.072567885568298,1.2192597567952352,1.2014127227698943,1.0674516193506136,1.2383491726877789,1.1293431950209194,1.0364411722563442,0.4954619385055309,0.3280428193247369,hjorth_mobility,hjorth_complexity,0.9200892857142858,0.8743954877458897,1.1039715115772464,1.5442503302263448,1.1928520570307208,0.988558352402746,1.9859472949301364,1.697772156205514,1892,eeg_data_level_1.csv,3,TP9,150.0078125,160.00390625,1,1.0
2.7649634243132395,2.764963424313238,2.563339354029829,3.75572236629752,2.656886476829531,2.506483074908697,2.5064830749086964,2.2783382743645566,2.185994672108155,2.138845218453203,2.8823760208016567,2.8823760208016567,2.6369496961425174,3.3580508937017544,3.0793469086930205,1.61931681827458,1.61931681827458,1.7340501567282949,1.5482576933544647,1.6908872845711522,1.087889516356476,1.0878895163564763,1.182049746067221,1.2334920263609843,1.0643257596312747,1.2594829191252117,1.1431644527576574,0.9800088356314344,0.3834073057906839,0.2857050100832411,hjorth_mobility,hjorth_complexity,0.9863839285714292,0.8715275794360567,1.0684856639671825,1.7086694676825944,1.2978830557629857,0.9125154022179194,2.3305117554185264,1.8391671297438663,1892,eeg_data_level_1.csv,3,TP10,150.0078125,160.00390625,1,1.0
0.0648478775994538,0.0648478775994538,0.0710868045990509,0.0751112096111859,0.0535012344341299,0.0851708406263194,0.0851708406263193,0.0677027097211391,0.1083679332225366,0.0909355527716713,0.1763888063380881,0.1763888063380881,0.1334399474351925,0.2325479012289286,0.1952461764952903,0.8109879075792256,0.8109879075792256,0.5734938664049463,1.0478829995010914,0.8840253112206247,0.7988032126113384,0.7988032126113382,0.6490792832563455,0.9504059510092384,0.7572575251256222,0.6643215223796853,0.74339052342428,0.9704645960879552,2.1855538090027684,2.330415195191651,hjorth_mobility,hjorth_complexity,1.4383928571428573,1.2317771251442906,1.0145960076509155,0.5061530309927685,0.4726394942951912,1.1152966027107902,0.1496986195133997,0.4661271990045108,1892,eeg_data_level_1.csv,4,AF7,160.0078125,170.00390625,1,1.0
0.069529248605805,0.069529248605805,0.0655732362537418,0.05838941947758,0.0844051022506922,0.0632377104909052,0.0632377104909052,0.0408955563090776,0.0779397791949194,0.0763201857580328,0.2629158789489282,0.2629158789489282,0.2069962549682436,0.3118663973663497,0.2809518140494346,0.8689849766931129,0.868984976693113,0.7239743513131559,1.1698522796367057,0.932736080871216,0.8912713717447914,0.8912713717447912,0.56181400807761,1.2482618646351633,0.9439033184085602,0.6569108835871897,0.564140794211629,1.2540118659995911,2.1741778548277977,2.4191879623173262,hjorth_mobility,hjorth_complexity,1.3198660714285717,1.2391033420138995,1.0260605248948291,0.4094358913126217,0.4126217807338971,1.1152966027107902,0.1604649424473938,0.4825981245590435,1892,eeg_data_level_1.csv,4,AF8,160.0078125,170.00390625,1,1.0
1.8747739868476452,1.874773986847645,1.6915690758042308,1.939360591077076,2.27980481084686,2.10202858091536,2.10202858091536,2.159429290613655,2.011189854620602,2.0417236745434257,1.715665823713121,1.7156658237131213,1.985894648686028,1.5338896352858613,1.414454436239159,1.9991455365003927,1.999145536500393,1.701755290864496,3.417320491346194,2.171663383460864,1.4552225351551944,1.4552225351551942,1.4567751919649123,1.4327985365555231,1.444500901892242,1.1866617367838956,1.252288201257074,0.8083963104169376,0.6000146904599617,0.4783746652882257,hjorth_mobility,hjorth_complexity,1.064732142857143,1.0170179596408115,1.052211373275862,1.6538630885305112,1.342896340933956,1.013906002464355,1.542717291583936,1.4963690646391736,1892,eeg_data_level_1.csv,4,TP9,160.0078125,170.00390625,1,1.0
2.198584895946905,2.198584895946905,2.0159359600867943,2.103919552481147,2.645074848553445,2.2643305622893832,2.264330562289383,2.362121907019254,1.93281112346358,2.164543025056612,1.48745542679356,1.48745542679356,1.9025538150625625,0.8187064137225032,1.0693289920204014,1.9843875865824057,1.9843875865824057,1.5563538617397463,2.036999897590419,2.4080136852937515,1.4267669363257245,1.4267669363257245,1.2334242732447764,1.3091326625981363,1.423209404065802,1.2159850094858855,1.215211806582244,0.6488089199544735,0.5418186617069285,0.4268639773690237,hjorth_mobility,hjorth_complexity,1.0808035714285715,1.004308335601316,1.0154863664761034,1.724788990962619,1.3053852699581472,0.9378630522795284,1.737696420503202,1.5881170222400678,1892,eeg_data_level_1.csv,4,TP10,160.0078125,170.00390625,1,1.0
0.0544544800355901,0.05445448003559,0.0510685191837965,0.0712900632673625,0.0566348763424525,0.0706470123892855,0.0706470123892855,0.0559339653253189,0.0825532934842066,0.0843751118421632,0.1973670962396942,0.1973670962396942,0.2255814579156851,0.2526578933275097,0.1792444515012717,0.7915681366310593,0.7915681366310594,0.6151860505489394,1.007719118405272,0.8584965455330992,0.7344335772766655,0.7344335772766654,0.5575526362066874,0.6265332361311456,0.7722326570347513,0.6373930367408082,0.6951281887635422,1.1300578037086693,2.311200702370829,2.366474857681694,hjorth_mobility,hjorth_complexity,1.430357142857143,1.2079840592329982,1.0294016652285238,0.370749035440563,0.5026483510758383,1.1406442527723992,0.1453052823970074,0.4592363419630612,1892,eeg_data_level_1.csv,5,AF7,170.0078125,180.00390625,1,1.0
0.0487979847644268,0.0487979847644268,0.0516047630442644,0.0518002848598337,0.0400265510301594,0.0527727060000222,0.0527727060000222,0.0313309392642542,0.0936992705547507,0.0632981595025064,0.122399835684638,0.122399835684638,0.1093243941483305,0.1151506777354409,0.1366199292038929,1.0153752507645155,1.015375250764516,0.7371957625906408,1.2483043068569644,1.110360827805907,0.8598516369532685,0.8598516369532685,0.5789545815219141,0.9807548826527516,0.8397303185307351,0.5483675736754343,0.5312401306922119,0.728867960073258,2.6557369892301423,2.5390889011201105,hjorth_mobility,hjorth_complexity,1.440401785714286,1.2269804856045712,1.0679900002913043,0.4481227471846804,0.4201239949290589,1.1406442527723992,0.1537406809382065,0.4723783095329706,1892,eeg_data_level_1.csv,5,AF8,170.0078125,180.00390625,1,1.0
1.541513882262754,1.541513882262754,1.420179271750725,1.6595211083824657,1.5043449980573735,1.2779721533381423,1.2779721533381423,1.3467220475545745,1.1766965431639596,1.486720896342019,1.2885062645104262,1.2885062645104262,1.0203191076996438,1.3641339343900016,1.6027511298387676,2.0508078290486083,2.0508078290486083,2.016549083123299,2.4025188823570134,1.9775077575916569,1.297730038607588,1.297730038607588,1.0952451727579045,1.276191220425251,1.2777701986651264,1.226758737369694,1.0567675874980194,0.8020184565413778,0.7519084380726248,0.5411579989906394,hjorth_mobility,hjorth_complexity,1.0888392857142857,0.9662200906689916,1.1058715556681111,1.5958328047224233,1.2753764131775005,1.0392536525259637,1.503727572603627,1.4773388850771585,1892,eeg_data_level_1.csv,5,TP9,170.0078125,180.00390625,1,1.0
1.691989258747632,1.6919892587476322,1.5842903932182313,1.9533052557955752,1.6898184093710018,1.3956212058632234,1.3956212058632234,1.6026218714363365,1.6628265357427037,1.5711824753527928,1.204467300647086,1.204467300647086,1.313784915049677,0.7473730938036411,1.2258599164393136,1.8951190912574356,1.895119091257436,1.6494086723520816,2.7923408841491715,1.880111388809659,1.3857405016726965,1.3857405016726962,1.905416402898677,1.1166930875011114,1.351163602909129,1.2409190036684574,1.063373506861958,0.6976004239659992,0.6624616179862416,0.5346076995063619,hjorth_mobility,hjorth_complexity,1.1390625,1.008309618905405,1.071266887926274,1.6409674699064918,1.3053852699581472,1.013906002464355,1.58600020994947,1.517215139818897,1892,eeg_data_level_1.csv,5,TP10,170.0078125,180.00390625,1,1.0
