Timestamp,TP9,AF7,AF8,TP10
120.01171875,-57.12890625,-25.390625,-59.08203125,-41.015625
120.015625,-4.8828125,-28.3203125,-53.7109375,-9.27734375
120.01953125,-10.7421875,-34.66796875,-37.59765625,-21.97265625
120.0234375,-61.5234375,-41.9921875,-31.73828125,-31.73828125
120.02734375,-109.375,-41.50390625,-35.64453125,-93.75
120.03125,-105.46875,-47.8515625,-39.0625,-91.796875
120.03515625,-79.58984375,-46.38671875,-36.62109375,-97.16796875
120.0390625,-99.12109375,-43.9453125,-33.203125,-83.984375
120.04296875,-119.62890625,-49.8046875,-38.57421875,-70.80078125
120.046875,-112.3046875,-51.26953125,-38.57421875,-125.48828125
120.05078125,-101.07421875,-47.36328125,-40.52734375,-96.19140625
120.0546875,-114.74609375,-41.50390625,-37.59765625,-83.0078125
120.05859375,-79.58984375,-38.0859375,-32.2265625,-92.28515625
120.0625,-80.56640625,-38.0859375,-32.2265625,-42.48046875
120.06640625,-102.5390625,-36.62109375,-32.71484375,-52.24609375
120.0703125,-67.87109375,-36.62109375,-26.85546875,-63.4765625
120.07421875,-80.56640625,-41.50390625,-28.3203125,-35.15625
120.078125,-78.125,-44.921875,-35.15625,-53.22265625
120.08203125,-64.453125,-41.015625,-39.55078125,-73.73046875
120.0859375,-88.8671875,-33.203125,-38.0859375,-78.125
120.08984375,-70.80078125,-33.203125,-30.2734375,-41.015625
120.09375,-88.8671875,-35.15625,-32.71484375,-43.45703125
120.09765625,-88.8671875,-39.55078125,-35.64453125,-57.6171875
120.1015625,-43.9453125,-40.0390625,-36.1328125,-61.03515625
120.10546875,-82.51953125,-35.15625,-37.109375,-58.10546875
120.109375,-103.02734375,-36.62109375,-40.0390625,-45.41015625
120.11328125,-56.640625,-36.62109375,-44.43359375,-53.7109375
120.1171875,-67.87109375,-35.15625,-46.875,-56.15234375
120.12109375,-74.70703125,-36.1328125,-45.41015625,-83.984375
120.125,-56.640625,-32.71484375,-40.0390625,-68.84765625
120.12890625,-64.453125,-32.71484375,-38.0859375,-19.53125
120.1328125,-53.22265625,-36.1328125,-42.96875,-32.2265625
120.13671875,-40.0390625,-38.57421875,-43.9453125,-63.4765625
120.140625,-63.4765625,-38.0859375,-44.921875,-69.3359375
120.14453125,-45.41015625,-36.1328125,-46.875,-75.68359375
120.1484375,-49.31640625,-33.203125,-48.33984375,-67.87109375
120.15234375,-70.3125,-35.64453125,-50.29296875,-60.05859375
120.15625,-29.78515625,-42.48046875,-46.875,-52.24609375
120.16015625,-54.19921875,-37.59765625,-43.45703125,-35.15625
120.1640625,-93.26171875,-33.69140625,-44.921875,-33.69140625
120.16796875,-60.05859375,-35.15625,-45.8984375,-45.8984375
120.171875,-34.1796875,-34.1796875,-46.875,-44.43359375
120.17578125,-43.9453125,-39.0625,-43.9453125,-36.62109375
120.1796875,-43.9453125,-46.875,-37.109375,-53.22265625
120.18359375,-25.390625,-43.45703125,-36.1328125,-49.31640625
120.1875,-67.3828125,-37.109375,-38.57421875,-49.8046875
120.19140625,-104.98046875,-36.62109375,-41.50390625,-69.82421875
120.1953125,-70.3125,-42.96875,-43.45703125,-68.359375
120.19921875,-53.22265625,-47.8515625,-43.45703125,-66.89453125
120.203125,-46.875,-48.33984375,-44.921875,-73.73046875
120.20703125,-51.26953125,-47.8515625,-48.828125,-53.22265625
120.2109375,-70.3125,-50.78125,-46.875,-20.01953125
120.21484375,-61.5234375,-51.26953125,-41.9921875,-36.1328125
120.21875,-68.359375,-45.8984375,-42.96875,-83.984375
120.22265625,-51.26953125,-46.875,-39.55078125,-64.453125
120.2265625,-46.875,-47.8515625,-39.0625,-56.640625
120.23046875,-68.359375,-41.9921875,-41.9921875,-72.265625
120.234375,-62.5,-45.41015625,-37.109375,-21.97265625
120.23828125,-62.5,-50.78125,-42.48046875,-49.8046875
120.2421875,-47.8515625,-45.41015625,-50.78125,-109.375
120.24609375,-71.2890625,-41.015625,-44.921875,-62.01171875
120.25,-63.96484375,-38.0859375,-39.0625,-84.47265625
120.25390625,-35.15625,-39.0625,-36.1328125,-106.4453125
120.2578125,-76.171875,-43.45703125,-41.015625,-113.28125
120.26171875,-76.171875,-48.33984375,-40.52734375,-86.9140625
120.265625,-80.078125,-49.8046875,-39.55078125,-80.56640625
120.26953125,-45.8984375,-47.36328125,-54.19921875,-116.2109375
120.2734375,-0.48828125,-38.57421875,-58.59375,-73.73046875
120.27734375,-41.9921875,-31.73828125,-48.33984375,-72.75390625
120.28125,-45.41015625,-36.62109375,-37.109375,-129.8828125
120.28515625,-75.68359375,-43.9453125,-33.203125,-141.6015625
120.2890625,-84.47265625,-46.875,-33.203125,-128.41796875
120.29296875,-90.33203125,-51.26953125,-27.83203125,-98.6328125
120.296875,-187.5,-55.17578125,-28.3203125,-133.7890625
120.30078125,-202.63671875,-62.5,-37.59765625,-224.12109375
120.3046875,-206.54296875,-70.3125,-33.69140625,-220.703125
120.30859375,-255.859375,-65.91796875,-22.94921875,-281.25
120.3125,-284.66796875,-70.80078125,-20.5078125,-295.8984375
120.31640625,-336.42578125,-87.890625,-18.5546875,-250.48828125
120.3203125,-345.703125,-90.8203125,-19.53125,-299.31640625
120.32421875,-337.890625,-91.30859375,-22.4609375,-314.94140625
120.328125,-353.515625,-87.40234375,-16.11328125,-332.03125
120.33203125,-356.4453125,-89.35546875,-14.16015625,-306.15234375
120.3359375,-336.42578125,-98.14453125,-12.6953125,-280.2734375
120.33984375,-334.9609375,-95.703125,-7.8125,-282.71484375
120.34375,-286.1328125,-92.7734375,-10.25390625,-260.25390625
120.34765625,-333.984375,-100.5859375,-13.18359375,-243.65234375
120.3515625,-330.56640625,-106.4453125,-13.18359375,-244.140625
120.35546875,-290.52734375,-106.4453125,-9.27734375,-228.515625
120.359375,-275.390625,-108.88671875,-13.671875,-193.84765625
120.36328125,-262.20703125,-107.421875,-12.20703125,-172.8515625
120.3671875,-240.234375,-96.6796875,-3.41796875,-169.43359375
120.37109375,-215.8203125,-100.5859375,-6.34765625,-157.2265625
120.375,-227.5390625,-103.515625,-11.71875,-177.24609375
120.37890625,-225.09765625,-102.5390625,-13.18359375,-125.0
120.3828125,-184.5703125,-108.88671875,-13.18359375,-122.0703125
120.38671875,-158.203125,-107.421875,-18.5546875,-136.23046875
120.390625,-202.1484375,-107.421875,-18.06640625,-95.21484375
120.39453125,-173.33984375,-110.83984375,-16.6015625,-104.4921875
120.3984375,-114.74609375,-107.91015625,-22.4609375,-77.1484375
120.40234375,-110.3515625,-101.07421875,-24.4140625,-38.57421875
120.40625,-109.86328125,-93.75,-24.90234375,13.18359375
120.41015625,-103.02734375,-88.8671875,-26.3671875,-1.953125
120.4140625,-95.21484375,-85.9375,-38.57421875,-85.9375
120.41796875,-42.96875,-77.63671875,-36.62109375,-79.58984375
120.421875,-68.359375,-74.21875,-27.34375,-57.12890625
120.42578125,-101.07421875,-72.265625,-29.296875,-44.43359375
120.4296875,-64.94140625,-67.87109375,-30.76171875,-25.87890625
120.43359375,-27.83203125,-64.94140625,-34.1796875,-20.01953125
120.4375,-49.31640625,-65.91796875,-35.15625,-34.66796875
120.44140625,-48.828125,-59.08203125,-32.2265625,-14.6484375
120.4453125,-60.546875,-50.29296875,-34.1796875,-13.671875
120.44921875,-79.58984375,-48.828125,-36.1328125,-53.22265625
120.453125,-24.90234375,-50.78125,-31.73828125,-54.19921875
120.45703125,-37.109375,-56.15234375,-31.25,-41.50390625
120.4609375,-57.6171875,-52.734375,-32.71484375,-28.3203125
120.46484375,-36.62109375,-50.29296875,-33.69140625,32.2265625
120.46875,-49.8046875,-50.29296875,-39.55078125,8.7890625
120.47265625,-42.48046875,-41.015625,-38.57421875,-43.9453125
120.4765625,-28.3203125,-38.0859375,-35.64453125,-6.34765625
120.48046875,-25.87890625,-40.52734375,-33.69140625,-16.6015625
120.484375,-27.34375,-41.015625,-26.85546875,-58.59375
120.48828125,-36.1328125,-40.52734375,-32.2265625,-43.9453125
120.4921875,-25.390625,-39.55078125,-39.0625,-54.6875
120.49609375,-35.15625,-42.96875,-36.1328125,-34.66796875
120.5,-11.23046875,-44.43359375,-27.83203125,13.671875
120.50390625,-4.8828125,-42.96875,-25.87890625,1.46484375
120.5078125,-34.1796875,-43.9453125,-30.76171875,-12.20703125
120.51171875,-24.90234375,-42.48046875,-32.2265625,-6.34765625
120.515625,-18.06640625,-40.52734375,-31.73828125,-28.3203125
120.51953125,-32.2265625,-46.38671875,-33.203125,-2.9296875
120.5234375,-31.25,-41.015625,-29.296875,2.44140625
120.52734375,1.953125,-42.48046875,-29.296875,-38.0859375
120.53125,-27.83203125,-52.734375,-28.80859375,-0.48828125
120.53515625,-56.15234375,-43.45703125,-24.90234375,-34.66796875
120.5390625,-24.4140625,-29.296875,-33.203125,-31.73828125
120.54296875,27.83203125,-22.94921875,-39.0625,45.8984375
120.546875,34.1796875,-21.484375,-32.71484375,45.8984375
120.55078125,-22.94921875,-30.76171875,-29.78515625,-16.6015625
120.5546875,-49.8046875,-41.50390625,-28.3203125,-46.875
120.55859375,-62.5,-44.921875,-30.76171875,7.8125
120.5625,-74.70703125,-42.96875,-33.69140625,-35.15625
120.56640625,-62.01171875,-48.33984375,-30.76171875,-63.4765625
120.5703125,-55.6640625,-54.6875,-26.85546875,-27.34375
120.57421875,-49.31640625,-56.640625,-21.97265625,-9.27734375
120.578125,-45.41015625,-58.59375,-35.15625,-22.4609375
120.58203125,-55.6640625,-60.05859375,-42.48046875,-6.8359375
120.5859375,-35.64453125,-60.05859375,-38.0859375,-30.2734375
120.58984375,-34.66796875,-59.08203125,-41.015625,-46.875
120.59375,-55.17578125,-58.59375,-39.0625,1.953125
120.59765625,-69.3359375,-56.15234375,-42.96875,-25.87890625
120.6015625,-29.296875,-52.24609375,-46.875,-51.7578125
120.60546875,-24.4140625,-48.828125,-40.0390625,-32.2265625
120.609375,-102.5390625,-50.78125,-43.45703125,-38.0859375
120.61328125,-69.3359375,-50.78125,-42.96875,-43.9453125
120.6171875,-23.92578125,-47.36328125,-38.0859375,-41.9921875
120.62109375,-44.43359375,-43.9453125,-42.48046875,-38.0859375
120.625,-41.9921875,-45.8984375,-40.52734375,-32.2265625
120.62890625,-3.90625,-45.8984375,-39.55078125,28.3203125
120.6328125,-57.6171875,-43.9453125,-48.33984375,-13.18359375
120.63671875,-72.75390625,-43.45703125,-46.875,-76.66015625
120.640625,-25.390625,-39.0625,-43.45703125,-20.5078125
120.64453125,9.765625,-41.9921875,-42.48046875,7.8125
120.6484375,-33.69140625,-44.921875,-44.43359375,-25.87890625
120.65234375,-54.19921875,-42.96875,-50.78125,-66.40625
120.65625,-1.46484375,-44.43359375,-47.8515625,-45.8984375
120.66015625,-5.859375,-42.96875,-45.41015625,-35.64453125
